"n_pokoj","metraz","cena_m2","rok","pietro","pietro_maks","dzielnica"
3,58.08,6090,NA,0,0,"Krzyki"
3,56.56,5450,NA,2,2,"Psie Pole"
4,104.21,6197,NA,8,17,"Krzyki"
4,75.2,5390,NA,0,0,"Psie Pole"
4,106.01,6197,NA,13,17,"Krzyki"
3,93.07,5562,NA,3,3,"Krzyki"
3,68.7,6097,NA,1,17,"Krzyki"
3,64.14,6097,NA,2,17,"Krzyki"
2,44.53,6097,NA,9,17,"Krzyki"
2,45.09,6070,NA,5,17,"Krzyki"
4,96.71,9296,NA,6,6,"Stare Miasto"
3,64.14,6098,NA,4,17,"Krzyki"
2,46.73,6097,NA,2,17,"Krzyki"
1,44.89,6097,NA,0,0,"Krzyki"
3,64.17,6097,NA,6,17,"Krzyki"
2,46.73,6097,NA,1,17,"Krzyki"
2,44.89,6097,NA,1,17,"Krzyki"
2,43.8,6300,NA,2,4,"Krzyki"
2,48.28,5871,NA,0,0,"Krzyki"
1,46.23,7101,NA,1,6,"Stare Miasto"
3,64.24,6097,NA,4,17,"Krzyki"
2,44.32,5440,NA,2,2,"Psie Pole"
2,48.18,5974,NA,1,3,"Fabryczna"
3,50.64,6097,NA,3,17,"Krzyki"
3,50.63,6097,NA,6,17,"Krzyki"
4,104.39,6197,NA,3,17,"Krzyki"
2,56.31,4699,NA,2,4,"Fabryczna"
4,105.5,6197,NA,5,17,"Krzyki"
2,47.95,5440,NA,1,2,"Psie Pole"
4,105.33,6197,NA,2,17,"Krzyki"
3,68.68,6097,NA,4,17,"Krzyki"
3,50.63,6097,NA,4,17,"Krzyki"
2,53.94,5100,NA,3,NA,"Fabryczna"
2,49.89,5100,NA,3,NA,"Fabryczna"
3,63.93,6097,NA,16,17,"Krzyki"
4,104.21,6197,NA,9,17,"Krzyki"
2,46.6,5800,NA,1,5,"Śródmieście"
2,38.4,6400,NA,3,5,"Śródmieście"
3,68.68,6097,NA,2,17,"Krzyki"
3,68.68,6097,NA,3,17,"Krzyki"
2,44.28,5590,NA,2,4,"Fabryczna"
3,64.13,6097,NA,14,17,"Krzyki"
3,55,5400,NA,0,0,"Psie Pole"
2,45.91,6426,NA,4,7,"Śródmieście"
2,60.78,4919,NA,3,NA,"Fabryczna"
2,61.06,4897,NA,1,NA,"Fabryczna"
2,43.88,6400,NA,1,5,"Krzyki"
4,104.21,6197,NA,10,17,"Krzyki"
4,112.35,3498,NA,2,2,"Psie Pole"
4,115.23,3498,NA,2,2,"Psie Pole"
3,68.68,6097,NA,4,17,"Krzyki"
2,39.6,6725,NA,0,0,"Psie Pole"
2,50.27,5923,NA,0,0,"Krzyki"
2,47.96,6200,NA,0,0,"Krzyki"
3,50.63,6097,NA,5,17,"Krzyki"
2,48.2,5400,NA,0,0,"Krzyki"
3,68.7,6097,NA,5,17,"Krzyki"
3,46.53,6933,NA,2,6,"Stare Miasto"
2,53.34,5923,NA,0,0,"Krzyki"
2,50.12,6026,NA,1,3,"Krzyki"
2,48.09,6026,NA,1,3,"Krzyki"
3,67.31,4899,NA,0,0,"Krzyki"
2,48.18,5974,NA,1,3,"Krzyki"
2,48.28,5923,NA,0,0,"Krzyki"
2,49.1,5299,NA,0,0,"Krzyki"
3,53.28,5665,NA,0,0,"Krzyki"
2,50.27,5923,NA,0,0,"Krzyki"
2,48.18,5974,NA,1,3,"Krzyki"
2,47.68,6200,NA,1,3,"Krzyki"
3,65.57,4899,NA,0,0,"Krzyki"
2,52.69,5099,NA,3,3,"Krzyki"
3,53.44,5614,NA,0,0,"Krzyki"
2,48.71,5199,NA,2,3,"Krzyki"
3,67.31,5100,NA,1,3,"Krzyki"
2,48.18,5199,NA,2,3,"Krzyki"
2,48.84,5299,NA,0,0,"Krzyki"
2,48.79,5199,NA,1,3,"Krzyki"
2,47.92,5200,NA,2,3,"Krzyki"
2,48.99,5199,NA,2,3,"Krzyki"
2,48.63,5199,NA,2,3,"Krzyki"
2,48.68,5199,NA,2,3,"Krzyki"
2,49.1,5199,NA,1,3,"Krzyki"
2,48.03,5149,NA,0,0,"Krzyki"
2,48.71,5200,NA,3,3,"Krzyki"
2,48.29,5199,NA,1,3,"Krzyki"
2,48.99,5199,NA,2,3,"Krzyki"
4,77.7,4850,NA,3,3,"Krzyki"
2,48.5,5199,NA,2,3,"Krzyki"
4,77.7,4850,NA,3,3,"Krzyki"
2,48.84,5199,NA,1,3,"Krzyki"
2,48.5,5199,NA,2,3,"Krzyki"
2,60.04,4900,NA,2,3,"Krzyki"
2,50.37,5590,NA,2,4,"Fabryczna"
2,47.32,5590,NA,4,4,"Fabryczna"
2,47.58,5590,NA,2,4,"Fabryczna"
2,47.32,5590,NA,4,4,"Fabryczna"
2,48.78,5299,NA,0,0,"Krzyki"
2,48.63,5199,NA,2,3,"Krzyki"
2,44.5,6500,NA,5,6,"Śródmieście"
2,38.4,6200,NA,0,0,"Śródmieście"
2,48.18,5974,NA,1,3,"Krzyki"
3,57.38,5636,NA,2,3,"Krzyki"
3,64.24,6097,NA,2,17,"Krzyki"
2,48.11,5974,NA,1,3,"Krzyki"
3,56.4,5525,NA,2,2,"Psie Pole"
2,48.28,5871,NA,0,0,"Krzyki"
3,56.4,5350,NA,1,2,"Psie Pole"
3,68.7,6097,NA,6,17,"Krzyki"
3,68.7,6097,NA,6,17,"Krzyki"
3,55.96,6078,NA,6,2,"Krzyki"
4,80.6,6325,NA,1,4,"Krzyki"
2,48.8,6550,NA,3,4,"Krzyki"
2,48.8,6500,NA,1,4,"Krzyki"
2,48.8,6500,NA,1,4,"Krzyki"
3,60.26,4200,NA,0,0,"Psie Pole"
2,48.8,6600,NA,4,4,"Krzyki"
3,63.79,6097,NA,9,17,"Krzyki"
3,62.45,5390,NA,1,2,"Psie Pole"
3,68.7,6097,NA,7,17,"Krzyki"
2,46.6,5800,NA,1,5,"Śródmieście"
4,104.21,6197,NA,8,17,"Krzyki"
3,54.52,5440,NA,2,2,"Psie Pole"
3,51.51,5440,NA,1,2,"Psie Pole"
2,46.53,6123,NA,2,17,"Krzyki"
2,44.46,5440,NA,0,0,"Psie Pole"
3,56.16,6075,NA,4,17,"Krzyki"
4,104.39,6197,NA,7,17,"Krzyki"
2,47.95,5440,NA,1,2,"Psie Pole"
3,55.38,6161,NA,5,17,"Krzyki"
4,104.21,6197,NA,10,17,"Krzyki"
2,44.89,6097,NA,5,17,"Krzyki"
3,54.87,6199,NA,7,2,"Krzyki"
2,44.53,6097,NA,9,17,"Krzyki"
2,54.75,5400,NA,3,4,"Psie Pole"
4,69.54,5149,NA,4,4,"Psie Pole"
3,61.95,5400,NA,2,4,"Psie Pole"
3,62.95,5349,NA,2,4,"Psie Pole"
3,70.28,5149,NA,4,4,"Psie Pole"
3,70.28,5250,NA,3,4,"Psie Pole"
4,104.21,6197,NA,11,17,"Krzyki"
3,55.62,6095,NA,8,17,"Krzyki"
3,55.6,6097,NA,9,17,"Krzyki"
3,55.6,6097,NA,11,17,"Krzyki"
2,35.36,6790,NA,5,7,"Krzyki"
3,62.13,6190,NA,4,7,"Krzyki"
2,51.9,5590,NA,4,7,"Krzyki"
2,46.72,6290,NA,4,7,"Krzyki"
4,104.39,6197,NA,4,17,"Krzyki"
2,52.69,5450,NA,3,4,"Psie Pole"
4,104.39,6197,NA,6,17,"Krzyki"
3,64.4,5149,NA,0,0,"Psie Pole"
3,62.95,5400,NA,0,0,"Psie Pole"
4,74.62,5049,NA,3,4,"Psie Pole"
4,104.39,6197,NA,5,17,"Krzyki"
2,47.52,6500,NA,2,4,"Krzyki"
3,63.34,6300,NA,2,4,"Krzyki"
3,59.88,6400,NA,2,4,"Krzyki"
3,59.88,6300,NA,2,4,"Krzyki"
4,104.38,6204,NA,2,17,"Krzyki"
2,46.55,5871,NA,1,4,"Fabryczna"
4,105.33,6197,NA,2,17,"Krzyki"
4,105.33,6197,NA,3,17,"Krzyki"
2,52.24,5610,NA,1,9,"Śródmieście"
3,73.31,6400,NA,4,4,"Krzyki"
3,78.45,6400,NA,4,4,"Krzyki"
2,53.02,6400,NA,4,4,"Krzyki"
3,59.88,6500,NA,3,4,"Krzyki"
4,68.54,6144,NA,4,4,"Krzyki"
2,42.49,6900,NA,4,4,"Krzyki"
2,43.8,6500,NA,2,4,"Krzyki"
2,43.81,6400,NA,1,4,"Krzyki"
4,105.33,6197,NA,4,17,"Krzyki"
3,53.96,5716,NA,1,4,"Fabryczna"
2,44.08,6400,NA,1,4,"Krzyki"
2,43.78,6600,NA,3,4,"Krzyki"
2,46.53,6933,NA,2,6,"Stare Miasto"
2,52.45,5450,NA,3,9,"Śródmieście"
3,62.4,5610,NA,2,9,"Śródmieście"
2,52.24,5710,NA,6,9,"Śródmieście"
2,46.53,6533,NA,2,6,"Stare Miasto"
2,52.45,5550,NA,7,9,"Śródmieście"
2,52.24,5660,NA,5,9,"Śródmieście"
2,52.45,5600,NA,7,9,"Śródmieście"
2,52.45,5500,NA,6,9,"Śródmieście"
3,62.4,5610,NA,1,9,"Śródmieście"
2,52.45,5450,NA,1,9,"Śródmieście"
4,64.41,4987,NA,4,4,"Fabryczna"
2,52.24,5610,NA,3,9,"Śródmieście"
2,52.24,5660,NA,5,9,"Śródmieście"
4,105.5,6197,NA,6,17,"Krzyki"
2,52.24,5610,NA,4,9,"Śródmieście"
2,52.24,5610,NA,4,9,"Śródmieście"
2,52.24,5610,NA,1,9,"Śródmieście"
2,52.24,5660,NA,5,9,"Śródmieście"
2,52.45,5500,NA,5,9,"Śródmieście"
2,45,4599,NA,0,0,"Fabryczna"
3,59.19,5760,NA,3,9,"Śródmieście"
2,52.24,5610,NA,3,9,"Śródmieście"
2,52.45,5450,NA,4,9,"Śródmieście"
3,59.51,5760,NA,2,9,"Śródmieście"
3,59.19,5760,NA,4,9,"Śródmieście"
2,52.45,5588,NA,1,9,"Śródmieście"
3,59.51,5610,NA,0,0,"Śródmieście"
3,48.1,6424,NA,1,6,"Stare Miasto"
4,77.66,4650,NA,2,3,"Fabryczna"
3,50.03,6103,NA,0,0,"Krzyki"
2,40.34,5500,NA,1,3,"Fabryczna"
3,55.3,6331,NA,11,17,"Krzyki"
4,105.5,6197,NA,7,17,"Krzyki"
4,60.27,5330,NA,4,4,"Fabryczna"
3,46.53,6533,NA,2,6,"Stare Miasto"
4,105.52,6197,NA,8,17,"Krzyki"
3,53.98,5330,NA,3,4,"Fabryczna"
3,48.1,6819,NA,1,6,"Stare Miasto"
3,54.66,7100,NA,0,0,"Śródmieście"
4,78.62,5400,NA,0,0,"Krzyki"
2,53.02,6383,NA,4,4,"Krzyki"
2,44.04,6600,NA,3,4,"Krzyki"
3,49.8,6300,NA,1,4,"Krzyki"
2,32.81,8016,NA,3,6,"Stare Miasto"
2,43.8,6400,NA,1,4,"Krzyki"
2,43.84,6300,NA,0,0,"Krzyki"
2,43.8,6400,NA,1,4,"Krzyki"
2,32.81,7589,NA,3,6,"Stare Miasto"
2,43.77,6600,NA,3,4,"Krzyki"
2,43.77,6600,NA,3,4,"Krzyki"
2,43.74,6300,NA,0,0,"Krzyki"
2,44.05,6600,NA,3,4,"Krzyki"
2,44.08,6400,NA,1,4,"Krzyki"
2,43.78,6600,NA,3,4,"Krzyki"
2,43.87,6048,NA,0,0,"Krzyki"
2,47.58,6300,NA,0,0,"Krzyki"
3,48.75,6500,NA,3,4,"Krzyki"
4,75.36,5856,NA,0,0,"Krzyki"
2,43.83,6300,NA,0,0,"Krzyki"
2,44.08,6300,NA,0,0,"Krzyki"
2,48.09,6821,NA,1,6,"Stare Miasto"
2,45.59,5757,NA,1,4,"Fabryczna"
2,32.81,7854,NA,2,6,"Stare Miasto"
2,56.6,5400,NA,1,6,"Psie Pole"
3,62.4,5610,NA,1,9,"Śródmieście"
2,43.33,6901,NA,6,5,"Stare Miasto"
1,33.41,5600,NA,1,3,"Krzyki"
3,52.39,5474,NA,2,4,"Fabryczna"
2,32.69,7433,NA,2,6,"Stare Miasto"
2,43.33,6554,NA,2,5,"Stare Miasto"
3,71.05,5968,NA,1,5,"Stare Miasto"
3,71.25,5600,NA,3,5,"Psie Pole"
3,62.4,5610,NA,2,9,"Śródmieście"
3,52.47,6400,NA,1,8,"Stare Miasto"
2,41.03,6590,NA,4,4,"Krzyki"
2,45.7,5733,NA,1,4,"Fabryczna"
2,45.71,6500,NA,1,8,"Stare Miasto"
2,56.8,5199,NA,0,0,"Krzyki"
2,41.03,6590,NA,4,4,"Krzyki"
4,85.97,4422,NA,1,4,"Fabryczna"
3,55.56,6101,NA,0,0,"Krzyki"
2,44.53,6097,NA,9,17,"Krzyki"
2,48.1,6424,NA,1,6,"Stare Miasto"
3,51.47,5378,NA,3,4,"Fabryczna"
2,44.53,6097,NA,9,17,"Krzyki"
3,54.86,7449,NA,2,17,"Stare Miasto"
3,50.2,6149,NA,4,14,"Krzyki"
3,50.03,6103,NA,8,14,"Krzyki"
2,44.53,6097,NA,9,17,"Krzyki"
3,63.41,6605,NA,4,4,"Krzyki"
2,49.14,5329,NA,2,6,"Fabryczna"
2,48.03,5149,NA,0,0,"Krzyki"
3,63.27,6328,NA,1,4,"Krzyki"
2,48.29,5199,NA,1,3,"Krzyki"
2,41.21,6862,NA,0,0,"Krzyki"
2,44.53,6097,NA,9,17,"Krzyki"
3,63.73,6103,NA,8,14,"Krzyki"
3,55.5,5525,NA,2,2,"Psie Pole"
2,46.6,5300,NA,1,2,"Psie Pole"
2,44.53,6097,NA,9,17,"Krzyki"
3,62.4,5760,NA,7,9,"Śródmieście"
2,41.03,6590,NA,4,4,"Krzyki"
2,40.9,5525,NA,2,2,"Psie Pole"
3,50,6107,NA,9,14,"Krzyki"
3,50.04,6102,NA,3,14,"Krzyki"
3,70.1,7575,NA,1,3,"Krzyki"
2,40.9,5525,NA,2,2,"Psie Pole"
3,55.5,5525,NA,1,2,"Psie Pole"
2,50.1,6650,NA,1,4,"Krzyki"
3,68.18,5355,NA,3,3,"Krzyki"
3,59.42,5450,NA,2,3,"Krzyki"
2,73.47,5512,NA,0,0,"Krzyki"
2,73.47,6060,NA,0,0,"Krzyki"
4,80.6,6375,NA,1,4,"Krzyki"
2,73.47,5853,NA,0,0,"Krzyki"
2,41.03,6590,NA,4,4,"Krzyki"
3,64.2,6450,NA,1,4,"Krzyki"
3,53.8,6375,NA,1,4,"Krzyki"
3,66.1,6575,NA,1,4,"Krzyki"
2,38.7,5200,NA,6,6,"Psie Pole"
3,62.95,6577,NA,1,3,"Krzyki"
3,55.96,6097,NA,4,17,"Krzyki"
2,47.4,4795,NA,2,4,"Fabryczna"
4,78.46,5250,NA,1,3,"Krzyki"
3,70,7975,NA,2,3,"Krzyki"
4,90.52,8041,NA,0,0,"Krzyki"
3,56.82,5625,NA,3,3,"Krzyki"
2,40.34,5500,NA,1,3,"Fabryczna"
2,40.34,5500,NA,1,3,"Fabryczna"
3,66.03,5490,NA,0,0,"Psie Pole"
3,64.24,6097,NA,3,17,"Krzyki"
3,72.36,6219,NA,0,0,"Krzyki"
3,63.97,6097,NA,9,17,"Krzyki"
3,68.27,6097,NA,10,17,"Krzyki"
3,68.25,6097,NA,9,17,"Krzyki"
2,50.2,6700,NA,1,4,"Krzyki"
2,43.37,5300,NA,0,0,"Krzyki"
3,59.8,6575,NA,2,4,"Krzyki"
2,50.2,6750,NA,0,0,"Krzyki"
3,68.7,6094,NA,7,17,"Krzyki"
3,68.7,6094,NA,7,17,"Krzyki"
3,55.59,6098,NA,0,0,"Krzyki"
3,58,6097,NA,2,17,"Krzyki"
3,68.7,6094,NA,7,17,"Krzyki"
3,49.97,5369,NA,3,3,"Krzyki"
3,68.7,6094,NA,7,17,"Krzyki"
3,55.96,6097,NA,4,17,"Krzyki"
3,55.85,5400,NA,0,0,"Krzyki"
3,61.84,6400,NA,1,8,"Stare Miasto"
3,54.1,5600,NA,1,6,"Psie Pole"
3,84.2,4601,NA,4,4,"Fabryczna"
2,43.48,5990,NA,3,7,"Krzyki"
3,64.37,6469,NA,2,4,"Krzyki"
3,62.48,6186,NA,3,4,"Krzyki"
3,64.31,6609,NA,4,4,"Krzyki"
2,45.23,6500,NA,1,8,"Stare Miasto"
2,44,4704,NA,0,0,"Fabryczna"
3,68.7,6094,NA,7,17,"Krzyki"
4,65.88,5400,NA,3,3,"Krzyki"
2,47.4,4795,NA,3,4,"Fabryczna"
4,98.46,6530,NA,2,7,"Fabryczna"
3,55.5,5525,NA,1,2,"Psie Pole"
3,64.7,8000,NA,4,8,"Śródmieście"
5,108.63,5720,NA,7,7,"Fabryczna"
4,90.3,8175,NA,6,8,"Śródmieście"
3,68.7,6094,NA,7,17,"Krzyki"
3,57.83,6125,NA,0,0,"Stare Miasto"
2,45.8,5525,NA,0,0,"Psie Pole"
3,68.7,6094,NA,7,17,"Krzyki"
4,78.62,5400,NA,0,0,"Krzyki"
4,147.32,6718,NA,6,7,"Fabryczna"
3,62.4,5510,NA,0,0,"Śródmieście"
3,68.7,6094,NA,7,17,"Krzyki"
3,68.7,6094,NA,7,17,"Krzyki"
3,68.7,6094,NA,7,17,"Krzyki"
3,68.7,6094,NA,7,17,"Krzyki"
2,42.7,4400,NA,2,2,"Psie Pole"
3,68.7,6094,NA,7,17,"Krzyki"
2,43.14,4400,NA,2,2,"Psie Pole"
2,35.8,5200,NA,2,6,"Psie Pole"
3,55.96,6097,NA,4,17,"Krzyki"
3,55.96,6097,NA,4,17,"Krzyki"
2,43.81,4400,NA,2,2,"Psie Pole"
3,55.96,6097,NA,4,17,"Krzyki"
3,55.96,6097,NA,4,17,"Krzyki"
3,55.96,6097,NA,4,17,"Krzyki"
3,55.96,6097,NA,4,17,"Krzyki"
3,51.33,5440,NA,2,2,"Psie Pole"
3,54.84,4200,NA,1,2,"Psie Pole"
3,78.5,4979,NA,0,0,"Psie Pole"
3,56.71,6419,NA,3,4,"Krzyki"
2,48.78,5199,NA,1,3,"Krzyki"
3,50.03,4200,NA,0,0,"Psie Pole"
3,55.96,6097,NA,4,17,"Krzyki"
3,55.96,6097,NA,4,17,"Krzyki"
2,44.31,5440,NA,2,2,"Psie Pole"
4,114.24,3498,NA,2,2,"Psie Pole"
3,67.4,5245,NA,0,0,"Psie Pole"
4,66.8,5242,NA,1,2,"Psie Pole"
2,45.33,5600,NA,2,3,"Krzyki"
3,66.8,5242,NA,1,2,"Psie Pole"
4,66,5242,NA,2,2,"Psie Pole"
3,65.8,5242,NA,2,2,"Psie Pole"
3,55.96,6097,NA,4,17,"Krzyki"
3,55.96,6097,NA,4,17,"Krzyki"
3,49.52,4200,NA,2,2,"Psie Pole"
2,40.2,4400,NA,1,2,"Psie Pole"
3,55.96,6097,NA,4,17,"Krzyki"
3,55.96,6097,NA,4,17,"Krzyki"
3,55.96,6097,NA,4,17,"Krzyki"
2,39.83,4400,NA,2,2,"Psie Pole"
4,106.8,8608,NA,1,8,"Śródmieście"
4,80.6,6400,NA,3,4,"Krzyki"
3,61.1,5590,NA,1,3,"Krzyki"
3,55.6,5525,NA,2,2,"Psie Pole"
3,55.96,6097,NA,4,17,"Krzyki"
3,55.96,6097,NA,4,17,"Krzyki"
2,38.55,4400,NA,0,0,"Psie Pole"
3,70.96,6046,NA,2,5,"Stare Miasto"
3,64.77,6392,NA,1,5,"Stare Miasto"
3,55.96,6097,NA,4,17,"Krzyki"
3,55.96,6097,NA,4,17,"Krzyki"
3,74.97,5135,NA,1,1,"Krzyki"
3,74.64,5259,NA,1,1,"Krzyki"
3,55.96,6097,NA,4,17,"Krzyki"
1,28.09,4600,NA,0,0,"Psie Pole"
3,54.44,5250,NA,2,3,"Krzyki"
3,65.46,5400,NA,2,3,"Krzyki"
2,45.59,5600,NA,1,3,"Krzyki"
3,56.17,6391,NA,4,4,"Krzyki"
3,52.81,5500,NA,0,0,"Krzyki"
3,55.02,5980,NA,0,0,"Krzyki"
2,47.73,5400,NA,1,3,"Fabryczna"
3,59.28,6056,NA,4,4,"Krzyki"
3,67.43,4835,NA,1,4,"Krzyki"
3,45.5,6100,NA,2,5,"Stare Miasto"
3,50.02,5500,NA,3,3,"Krzyki"
3,47.16,6100,NA,2,5,"Stare Miasto"
2,47.21,6460,NA,1,4,"Krzyki"
3,91.92,4199,NA,3,4,"Krzyki"
4,64.41,5259,NA,4,4,"Fabryczna"
2,51.06,6595,NA,5,8,"Fabryczna"
3,52.2,6400,NA,1,8,"Fabryczna"
3,91.92,4199,NA,3,4,"Krzyki"
3,59.29,6224,NA,4,4,"Krzyki"
3,53.96,5907,NA,1,4,"Fabryczna"
3,55.99,5900,NA,1,5,"Stare Miasto"
3,47.16,5900,NA,1,5,"Stare Miasto"
3,50.88,5898,NA,1,5,"Stare Miasto"
3,48.24,5950,NA,0,0,"Fabryczna"
3,71.25,5750,NA,1,5,"Psie Pole"
3,91.62,4106,NA,3,4,"Krzyki"
3,57.28,5100,NA,2,3,"Krzyki"
3,63.52,5950,NA,1,4,"Fabryczna"
2,53.6,4700,NA,0,0,"Fabryczna"
4,105.83,6197,NA,12,17,"Krzyki"
4,61.59,5150,NA,2,3,"Krzyki"
3,64.94,4990,NA,2,4,"Krzyki"
3,42.93,5300,NA,1,3,"Krzyki"
3,91.62,4106,NA,3,4,"Krzyki"
3,64.16,6097,NA,1,17,"Krzyki"
3,64,6097,NA,0,0,"Krzyki"
2,50.59,5490,NA,2,2,"Fabryczna"
3,49.52,4200,NA,2,2,"Psie Pole"
3,72.05,6179,NA,0,0,"Krzyki"
3,72.36,6219,NA,0,0,"Krzyki"
2,40.67,6427,NA,2,14,"Krzyki"
1,28.09,4600,NA,0,0,"Psie Pole"
3,55.6,6097,NA,11,14,"Krzyki"
4,104.21,6197,NA,11,17,"Krzyki"
2,38.55,4400,NA,0,0,"Psie Pole"
2,44.8,6109,NA,1,14,"Krzyki"
3,50.08,6097,NA,10,17,"Krzyki"
2,55.23,4990,NA,3,4,"Krzyki"
2,44.8,6109,NA,5,14,"Krzyki"
2,39.83,4400,NA,2,2,"Psie Pole"
2,46.7,6101,NA,2,14,"Krzyki"
3,60.1,6575,NA,4,4,"Krzyki"
4,80.6,6400,NA,4,4,"Krzyki"
3,53.8,6475,NA,4,4,"Krzyki"
3,63.82,6097,NA,10,17,"Krzyki"
3,66.1,6775,NA,3,4,"Krzyki"
2,46.7,6101,NA,1,14,"Krzyki"
2,38.9,6800,NA,4,4,"Krzyki"
2,48.8,6350,NA,0,0,"Krzyki"
2,38.9,6800,NA,3,4,"Krzyki"
4,80.6,6215,NA,2,4,"Krzyki"
3,53.8,6375,NA,2,4,"Krzyki"
2,48.8,6350,NA,0,0,"Krzyki"
3,66.1,6775,NA,4,4,"Krzyki"
3,68.7,6097,NA,6,17,"Krzyki"
3,65.17,4990,NA,1,4,"Krzyki"
2,48.8,6600,NA,3,4,"Krzyki"
2,38.8,6800,NA,0,0,"Krzyki"
3,60.1,6475,NA,3,4,"Krzyki"
3,66.1,6425,NA,0,0,"Krzyki"
2,48.8,6650,NA,4,4,"Krzyki"
2,39,6850,NA,3,4,"Krzyki"
3,60.1,6575,NA,4,4,"Krzyki"
2,39,6850,NA,4,4,"Krzyki"
3,59,6575,NA,3,4,"Krzyki"
2,39,6650,NA,1,4,"Krzyki"
4,80.1,6725,NA,4,4,"Krzyki"
4,80.6,6575,NA,3,4,"Krzyki"
3,64.94,4990,NA,2,4,"Krzyki"
3,64.94,4990,NA,2,4,"Krzyki"
3,50.08,6097,NA,11,17,"Krzyki"
2,38.93,5950,NA,4,8,"Śródmieście"
2,48.02,6077,NA,2,3,"Krzyki"
2,48.02,6077,NA,2,3,"Krzyki"
2,48.09,6026,NA,1,3,"Krzyki"
2,48.02,6129,NA,2,3,"Krzyki"
2,52.24,5180,NA,0,0,"Śródmieście"
4,104.21,6197,NA,10,17,"Krzyki"
3,65.33,4990,NA,0,0,"Krzyki"
2,46.12,6635,NA,4,6,"Stare Miasto"
3,55.24,6173,NA,3,17,"Krzyki"
3,66.04,11100,NA,3,4,"Stare Miasto"
3,55.12,6187,NA,3,17,"Krzyki"
4,87.14,10500,NA,3,4,"Stare Miasto"
2,45.23,12100,NA,2,4,"Stare Miasto"
3,67.64,11300,NA,2,4,"Stare Miasto"
3,65.69,5400,NA,1,3,"Krzyki"
2,48.03,5200,NA,0,0,"Krzyki"
2,45.23,5600,NA,3,3,"Krzyki"
3,46.53,6533,NA,2,6,"Stare Miasto"
3,56.18,5600,NA,1,3,"Krzyki"
3,68.3,6097,NA,13,17,"Krzyki"
3,48.49,6476,NA,2,6,"Stare Miasto"
3,59.76,6426,NA,1,5,"Stare Miasto"
2,48.81,6536,NA,2,5,"Stare Miasto"
2,43.33,6554,NA,2,5,"Stare Miasto"
4,92.81,7725,NA,14,17,"Stare Miasto"
2,52.99,5850,NA,1,3,"Krzyki"
2,43.33,6439,NA,1,5,"Stare Miasto"
2,46.53,6533,NA,2,6,"Stare Miasto"
3,53.25,6458,NA,0,0,"Krzyki"
3,71.25,5500,NA,1,5,"Psie Pole"
2,43.49,5658,NA,4,4,"Fabryczna"
4,92.8,8002,NA,16,17,"Stare Miasto"
4,92.81,7713,NA,15,17,"Stare Miasto"
5,105.2,6442,NA,3,3,"Krzyki"
2,48.49,6476,NA,2,6,"Stare Miasto"
2,48.59,6565,NA,0,0,"Stare Miasto"
4,91.97,8000,NA,5,17,"Stare Miasto"
4,89.96,6307,NA,3,3,"Krzyki"
5,116,4302,NA,0,0,"Krzyki"
2,51.39,6746,NA,1,3,"Krzyki"
3,57.98,6525,NA,1,3,"Krzyki"
4,92.54,7600,NA,8,17,"Psie Pole"
2,46.9,6746,NA,3,3,"Krzyki"
3,57.67,6742,NA,3,3,"Krzyki"
3,51.47,6684,NA,0,0,"Krzyki"
3,52.47,6550,NA,7,8,"Stare Miasto"
2,45.71,6600,NA,6,8,"Stare Miasto"
3,73.1,7380,NA,5,17,"Stare Miasto"
2,44.47,5445,NA,1,2,"Psie Pole"
3,115.38,8103,NA,17,17,"Stare Miasto"
4,83.02,7478,NA,4,17,"Stare Miasto"
4,84.82,6100,NA,0,0,"Śródmieście"
2,45.85,6650,NA,7,8,"Stare Miasto"
3,49.39,6550,NA,8,8,"Stare Miasto"
3,48.59,6565,NA,3,6,"Stare Miasto"
2,32.81,7406,NA,2,6,"Stare Miasto"
2,41.21,6996,NA,0,0,"Krzyki"
2,40.4,6535,NA,0,0,"Stare Miasto"
3,53.56,5047,NA,2,3,"Krzyki"
2,47.8,5440,NA,2,2,"Psie Pole"
3,55.42,6487,NA,2,4,"Krzyki"
4,129.06,8105,NA,17,17,"Stare Miasto"
3,56.18,5600,NA,1,3,"Krzyki"
3,54.53,4971,NA,2,3,"Krzyki"
3,57.12,5500,NA,2,3,"Krzyki"
2,41.03,6590,NA,4,4,"Krzyki"
2,41.03,6590,NA,4,4,"Krzyki"
3,54.72,4992,NA,1,3,"Krzyki"
3,52.14,5500,NA,0,0,"Krzyki"
2,51.71,5500,NA,3,3,"Krzyki"
3,61.95,5590,NA,2,2,"Fabryczna"
3,51.48,5500,NA,1,3,"Krzyki"
1,42.67,5590,NA,1,2,"Fabryczna"
3,63.79,6097,NA,8,17,"Krzyki"
3,48.82,5500,NA,3,3,"Krzyki"
2,40.38,5500,NA,1,3,"Krzyki"
2,68.43,10200,NA,4,4,"Stare Miasto"
2,39.98,11800,NA,3,4,"Stare Miasto"
3,61.6,11200,NA,1,4,"Stare Miasto"
3,65.61,11100,NA,3,4,"Stare Miasto"
3,51.51,5440,NA,1,3,"Psie Pole"
2,44.31,5440,NA,2,3,"Psie Pole"
3,68.3,6097,NA,13,17,"Krzyki"
2,46.03,7464,NA,4,17,"Stare Miasto"
4,78.59,5556,NA,4,4,"Krzyki"
1,31.38,5604,NA,1,2,"Fabryczna"
